Nom,Type de bière,Type de bière précision,Degré d'alcool,Brasserie,Pays,Prix,Amertume,Acidité,Vivacité,Puissance,Rondeur,Fruité,Visuel,Odeur,Goût,Description,Url
DELIRIUM NOCTURNUM,BRUNE,DARK ALE,8.5,HUYGHE,BELGIQUE,2.6,6,4,4,8,8,4,"Robe brune foncée, reflets rubis, mousse blanche dense et compacte","Notes de caramel, chocolat, moka, épices, réglisse, coriandre","Douce, chaleureuse, houblon, malt torréfié, caramel, chocolat, finale amère, notes vineuses","Voilà quatre générations que la famille Huyghe perpétue le savoir-faire brassicole belge à travers ses différentes marques dont la célèbre Delirium.
La petite sœur de la Delirium Tremens a vu le jour à l'occasion du 10e anniversaire de cette dernière. Souhaitant faire plaisir à l'ensemble des amateurs de la Tremens, la brasserie a conçu une Delirium brune titrant à 8,9% aux notes de moka et de chocolat. Cette version dark s'oppose au caractère de la consœur blonde. Elle reflète un caractère plus dur et plus corsé. Elle est à la fois forte en goût et longue en bouche. Delirium Noctorum ravira les passionnés. Chaude et veloutée, elle plaît généralement aux vrais connaisseurs ainsi qu'aux petits curieux à la découverte de bières de caractère.
Cette bouteille opaque renferme une bière à la robe brune foncée aux reflets rubis surmontée d'une belle mousse blanche dense et compacte. Il se dégage de cette bière d'agréables arômes de moka, caramel, chocolat et réglisse auxquels s'ajoutent des notes d'épices et de coriandre. La bouche est intense et complexe. L'attaque maltée révèle par la suite de douces saveurs de caramel, de chocolat et de houblons mêlées à des notes vineuses. La finale est légèrement amère.
Un peu de folie n'a jamais fait de mal ! Laissez-vous tenter par la Delirium Nocturnum.",https://vandb.fr/delirium-nocturnum.html
CHERRY CHOUFFE,ROUGE,AROMATISÉE-FRUITÉE,8.0,ACHOUFFE,BELGIQUE,2.65,2,6,4,8,8,10,"Rouge, légèrement trouble, mousse riche et crémeuse","Cerise, amande","Fruitée, sucrée, cerise","La Cherry de la Brasserie d'Achouffe est brassée avec de véritables griottes. Cette bière rouge combine parfaitement la puissance et la générosité de la Chouffe avec la cerise.
La légende raconte que lors de la préparation de la Mc Chouffe, des cerises seraient accidentellement tombées dans le brassin. De peur de se faire disputer, les lutins cachèrent leur bêtise. C'est une fois la bière brassée que le Maître brasseur découvrit une bière à l'éclat flamboyant. Étonné, il décida finalement de la mettre en bouteille. C'est ainsi que la Cherry Chouffe a vu le jour pour le plus grand bonheur des lutins qui raffolent des cerises.
La Cherry Chouffe est une bière belge à la robe rouge et trouble surmontée d'un généreux col de mousse riche et crémeux. Au rez, on distingue les saveurs de cerises, d'amandes, de fruits des bois et de malt. La présence de véritables cerises dans le brassin permet une explosion de saveurs de cerises en bouche accompagnée par des notes d'amandes et de malt (caractéristique de la Chouffe).
La plus fruitée des Chouffe allie parfaitement la douceur et la puissance.",https://vandb.fr/cherry-chouffe.html
APOCALYPSE NOW,BRUNE,DARK ALE,8.0,SAINTE CRU,FRANCE,3.95,4,2,4,8,8,6,"Robe ébène, fine mousse beige","Arômes maltés, de caramel et de cacao, notes de fruits confits","Saveurs marquées de chocolat, notes houblonnées et maltées","Il fait nuit noire dehors et depuis quelques minutes, tu peux entendre des explosions à l'extérieur. Alors que tu approches doucement de la fenêtre, une bouteille d'Apocalypse Now à la main, tu te figes et restes ébahi par le spectacle qui se déroule sous tes yeux...
Cette bière brassée à Colmar est une Dark Ale qui se caractérise par sa robe ébène foncée et sa fine mousse beige. Au nez, des arômes maltés dominent et se mélangent avec des notes de caramel et de cacao. Quelques soupçons de fruits confits viennent complexifier son aromatique. En bouche, on retrouve des saveurs intenses de chocolat ainsi que des notes de malt et de houblons.
Tous les ans, c'est la même chose ! Tu te fais surprendre par le feu d'artifice qui clôture la saison du marché de Noël de Colmar. Accoudé à ta fenêtre, tu finis tranquillement ton Apocalypse Now en admirant ces explosions de couleurs scintillantes dans le ciel.",https://vandb.fr/apocalypse-now.html
ELVIS JUICE,AMBRÉE,IPA,6.5,BREWDOG,ROYAUME-UNI,3.15,6,4,6,6,4,6,"Robe ambrée, orange, légèrement trouble, fine mousse blanche","Agrumes, fruits blancs, litchi, orange, pamplemousse, caramel","Houblonnée, agrumes, pamplemousse, orange, litchi, fruits blancs, épices, florale, caramel","Attaqués en justice pour l’usage du nom Elvis, les créateurs de la brasserie écossaise Brewdog ont été jusqu'à changer leur propre prénom en celui du King. Prêt à tout pour défendre leur produit, ils ont aussi décidé d'offrir une Elvis Juice à tous les Elvis qui venaient dans leurs pubs !
Cette IPA pas comme les autres, révèle une robe ambrée légèrement trouble aux reflets orangés. Au nez, c'est un réel combat entre les arômes de pamplemousse et d'orange ! Des touches de fruits blancs et d'agrumes se distinguent ! En bouche, des saveurs houblonnées et sur le fruit dominent et se mêlent subtilement avec les notes florales et de fruits blancs.
Alors même que le bruit de la capsule qui saute résonne avec harmonie dans vos oreilles, vous sentez vos jambes qui se mettent à s'agiter à la manière du King ! Let's Rock & Roll !",https://vandb.fr/elvis-juice.html
CORSENDONK BLANCHE,BLANCHE,WITBIER,4.8,CORSENDONK,BELGIQUE,2.0,2,6,6,4,4,6,"Robe jaune brumeuse, trouble, mousse blanche crémeuse","Levures, épices, bananes, citron, herbes","Citron, bananes, levures, douce, florale, fruits blancs, fraîche, légèrement acidulée","La bière tire son nom du prieuré de Corsendonk, un ancien monastère augustinien situé à Vieux-Turnhout. Fondé en 1395, l'abbaye est démantelée au cours du 18ème siècle par les autorités. Il faudra attendre 1906 pour que celle-ci soit réhabilitée en brasserie par Antoine Keersmaekers. Aujourd'hui, la brasserie n'existe plus. L'ensemble des bières est désormais brassé par la Brasserie Du Bocq. L'illustration présente sur les bouteilles représente la fondatrice du prieuré, Marie de Brabant.
Typique des blanches belges, la Corsendonk blanche est une bière non filtrée réalisée à partir de froment et d’écorces d'orange.
Sa robe pâle et brumeuse est surmontée d'une belle mousse blanche et crémeuse. Elle dégage d'agréables arômes de levure, d'épices, de banane, de citron et d'herbe. On retrouve en bouche l'ensemble des saveurs ressenties précédemment auxquelles s'ajoutent des notes florales, de fruits blancs accompagnées d'une légère acidité.
La Corsendonk blanche conviendra aux personnes recherchant une boisson légère et désaltérante.",https://vandb.fr/corsendonk-blanche.html
SAISON SURFINE,BLONDE,SAISON,6.5,DUBUISSON,BELGIQUE,2.2,6,4,4,6,4,6,"Robe blonde, légèrement trouble, mousse blanche généreuse","Arômes herbacées, épices, caramel, fruits secs, notes florales","Sèche et épices, saveurs florales, agrumes, notes épicées, caramel, fruits secs, finale peu amère","La brasserie Dubuisson est une brasserie belge, créée en 1769 à Pipaix. C'est la plus ancienne et authentique brasserie de Wallonie où 8 générations de brasseurs se sont succédées.
Cette bière blonde est unique puisqu'elle est brassée avec trois malts différents, trois types levures et trois houblons belges. Un trio gagnant qui apporte à cette bière tout son caractère.
Sa robe blonde surmontée d'une belle mousse blanche laisse entrevoir des reflets dorés à la lumière. L'incorporation de plusieurs levures au sein de la recette engendre un aspect brumeux qui dévoile des arômes de fruits, de levure, avec des notes herbacées et épicées. Elle offre des saveurs florales et d’agrumes avec des notes épicées.
Une bière désaltérante qui vous fera traverser les décennies !",https://vandb.fr/saison-surfine.html
SAINT ERWANN,BLONDE,ALE,7.0,BRASSERIE DE BRETAGNE,FRANCE,2.95,4,2,4,6,6,4,"Robe blonde orangée, trouble, fine mousse blanche","Arômes de céréales grillées, biscuit, pomme, poire","Notes de céréales, fruits, épices, légère amertume","À travers cette blonde, la brasserie bretonne Britt a souhaité mettre à l'honneur le Saint-Patron des bretons : St Erwann. Depuis le XIIIème siècle, ces derniers l'honorent et le fêtent tous les ans à la même date, le 19 mai. Pour illustrer ces sept siècles de dévotion, la brasserie a choisi d'utiliser sept céréales différentes pour brasser cette bière. La St Erwann est donc produite à partir d'orge, de blé, de sarrasin, d'avoine, de seigle, d'épeautre et de millet : une céréale par siècle passé.
La St Erwann dévoile une robe blonde foncée légèrement trouble recouverte d'une fine mousse blanche. Au nez, elle offre des arômes de céréales, de biscuit et de fruits essentiellement de pomme et de poire. On retrouve en bouche des saveurs de céréales, de fruits et d'épices. L'ensemble est accompagné d'une légère amertume.
Cette bière de type abbaye est unique en son genre. Cette unicité provient des ingrédients utilisés ainsi que de son brassage selon les méthodes traditionnelles.",https://vandb.fr/saint-erwann.html
BUSH CARACTÈRE,AMBRÉE,STRONG ALE,12.0,DUBUISSON,BELGIQUE,2.4,4,2,4,10,8,4,"Ambrée foncée, mousse épaisse","Fruits, malts, caramel, alcool","Malt, fruit, alcool, amertume","Créée en 1933, la Bush caractère ambrée, autrefois appelée ""Bush Beer"" est une référence parmi les bières de spécialités belges. En effet, son 12% d'alcool fait d'elle la bière belge la plus forte.
Comme l'ensemble des bières de la Brasserie Dubuisson, la Bush de Caractère ambrée est une bière non filtrée de haute fermentation. Elle est produite à partir de malt, de houblon, de sucre et d'eau puisée dans la nappe phréatique qui se trouve juste en dessous de la brasserie.
Comme son nom l'indique, cette bière a une couleur ambrée assez foncée avec une épaisse mousse blanche. Au nez, elle dévoile des arômes fruités, maltés et caramélisés ainsi que des notes alcoolisées. Une fois en bouche, on retrouve les saveurs maltées et fruitées accompagnées des notes de caramel. La présence de l'alcool est fortement remarquée en fin de bouche et permet de diminuer la perception de l'amertume.",https://vandb.fr/bush-caractere.html
WHITE RABBIT,BLANCHE,WHEAT ALE,5.0,SAINTE CRU,FRANCE,3.55,4,2,4,6,6,6,"Robe jaune dorée, trouble, mousse blanche dense","Arômes fruités, notes de fruits exotiques, de citron et d'ananas","Saveurs maltées, orange, citron, ananas, mangue et fruit de la passion","Créée par la célèbre brasserie Sainte Cru que l'on reconnaît notamment avec sa croix sur son étiquette (et qui nous fait vaguement penser à celle des templiers), la White Rabbit est une Wheat IPA à l'aromatique qui surprend !
Révélant, une fois servie dans un verre, une robe jaune trouble aux reflets dorés surmontée d'une mousse blanche dense, elle propose au nez des arômes fruités qui s'accompagnent de notes de fruits exotiques, de citron et d'ananas. En bouche, les saveurs maltées dominent et se mêlent aux touches subtiles d'orange, de citron, d'ananas, de mangue et de fruit de la passion. Un véritable cocktail fruité et rafraîchissant ! Une légère amertume vient parfaire la dégustation.
C'est un tour de magie d'une rare précision que nous propose ici la brasserie de Colmar en nous sortant de son chapeau une White Rabbit à l'aromatique fraîche et exotique.",https://vandb.fr/white-rabbit.html
DEAD PONY CLUB,BLONDE,PALE ALE,3.8,BREWDOG,ROYAUME-UNI,3.6,6,2,6,4,4,6,"Robe blonde, reflets ambrés, mousse blanche dense","Arômes houblonnés, floraux et herbacés, notes citronnées","Saveurs houblonnées intenses, de citron, de fruits tropicaux, de litchi, notes de malts légèrement torréfiés, finale herbacée et amère","Parce que dans la vie, il faut savoir miser sur le bon cheval, laissez-nous vous présenter une petite pépite tout droit venu d'Écosse !
La Dead Pony Club est une West Coast Session Pale Ale avec du mordant ! Présentant une robe blonde aux reflets ambrés, elle révèle au nez des arômes houblonnés, floraux et herbacés. En bouche, ses saveurs de houblons dominent largement et s'accompagnent de notes de citron, de fruits tropicaux et de litchi, qui se mêlent parfaitement avec le malt subtilement torréfié. Sa finale se veut herbacée et amère.
Maintenant que je nous vous avons mis le pied à l'étrier, il ne tient qu'à vous de courir à toute bride chez V and B !",https://vandb.fr/dead-pony-club.html
LA GUILLOTINE,BLONDE,STRONG ALE,8.5,HUYGHE,BELGIQUE,2.8,4,2,2,8,8,6,"Jaune orangé, mousse fine blanche","Fruité, alcooleux, levuré","Fruité, épicé","En 1989, la brasserie Huyghe décida de sortir la guillotine du placard après plus de 200 ans d'inactivité. Depuis Louis XVI, personne n'avait eu le privilège de croiser son regard. Heureusement à vrai dire ! Sous ses airs angéliques, elle n'en reste pas moins une arme redoutable avec ses 8,5%. Si vous vous mesurez à elle, faites attention de ne pas y laisser votre tête.
La Guillotine est une bière triple arborant une robe jaune aux reflets dorés surplombée d'une fine mousse blanche persistante. Elle dévoile au nez des arômes fruités, alcooleux et de levure. Des notes houblonnées se font également sentir. L'attaque en bouche est alcooleuse, ce qui rend la bière très chaleureuse. Elle révèle des saveurs fruitées et épicées. L'ensemble dissimile l'amertume présente dans la bière.
Attention à vous, la révolution gronde ! Vous n'en sortirez pas indemnes.",https://vandb.fr/la-guillotine.html
FILOU,BLONDE,STRONG ALE,8.5,VAN HONSEBROUCK,BELGIQUE,2.3,4,2,4,8,8,4,"Blonde, mousse généreuse","Malt, caramel, herbes, houblons","Malt, agrumes, herbes, légère amertume, sèche","N’est pas Filou qui veut…
La petite dernière de la brasserie Van Honsebrouck dont la recette a demandé plus de 8 mois de travail est une belle blonde de caractère que l’on boit facilement... Elle mérite bien son nom !
Cette bière belge est brassée avec des houblons aromatiques belges et tchèques qui lui apportent de l'intensité aromatique.
La Filou possède une belle robe angélique blonde claire surplombée par une mousse généreuse et durable.
Au nez, elle dévoile des arômes de malt et de caramel se mêlant aux notes herbacées et houblonnées.
La bouche se veut légèrement douce en attaque avant que n’apparaissent les saveurs maltées ainsi que de légères touches d’agrumes et d’herbes. La finale se dévoile avec une fine amertume. Le tout nous donne, une bière au caractère bien trempé mais parfaitement équilibrée.",https://vandb.fr/filou.html
CORSENDONK GOLD,BLONDE,TRIPLE,9.7,CORSENDONK,BELGIQUE,2.45,6,2,6,10,6,6,"Robe dorée, limpide, mousse blanche dense","Levure, malt, pain grillée, épice, coriandre, agrume","Alcool, chaleureuse, houblonnée, épice, coriandre, amertume, généreuse","Créée en 1980 par Jef Keersmaekers, les Corsendonk font partie de la grande famille des bières d'abbaye. Les étiquettes de la gamme mettre en lumière l'ancienne abbaye de Corsendonk et sa fondatrice Marie Brabant.
La Corsendonk Gold est une bière Triple d'abbaye, c'est-à-dire qu'elle est produite avec une quantité beaucoup plus importante de malt, ce qui lui confère un caractère plus alcooleux.
Cette Triple à la robe dorée et limpide possède une mousse blanche et dense dégageant des arômes de levure, de malt et de pain grillé. Elle offre des notes épicées, de coriandre et d'agrumes. La bouche est chaleureuse et généreuse. Elle révèle des saveurs fortement houblonnées accompagnées de notes fruitées, épicées et de coriandre. Le tout est accompagné d'une belle amertume.
Ne vous laissez pas impressionner par le degré d'alcool de cette bière belge, ce produit raffiné est parfaitement équilibré !",https://vandb.fr/corsendonk-gold.html
TEMPELIER,AMBRÉE,AMBER ALE,6.0,CORSENDONK,BELGIQUE,2.2,4,2,4,6,6,4,"Robe ambrée, mousse blanche crémeuse","Arômes de malt, sucre, caramel, agrumes épices, houblons","Douce et onctueuse, notes de caramel, sucre, houblon amer, agrumes, épices","La brasserie Bocq vous fait voyager au temps des croisades avec la Tempelier qui arbore fièrement sur son étiquette le blason de l'ordre des templiers.
Aussi mythique que l'ordre, la Tempelier est une bière de haute fermentation brassée à partir de malt caramélisé et de houblon tchèque.
A la dégustation, la Tempelier dévoile une robe ambrée lumineuse surplombée d'une mousse blanche crémeuse. En s'approchant du verre, on identifie rapidement des arômes de malt, de caramel et de sucre auxquels s'ajoutent des notes de houblons à la fois épicées et d'agrumes. Son caractère malté se réaffirme en bouche avec ses notes caramélisées et sucrées. Le houblon Saaz apporte une belle amertume à cette bière qui est nuancée par des notes d'agrumes et d'épices.
Enfin une excuse pour partir à l'aventure tel de vrais tempeliers !",https://vandb.fr/tempelier.html
PUNK IPA,BLONDE,IPA,5.6,BREWDOG,ROYAUME-UNI,2.95,6,2,6,6,4,6,"Robe blonde, orangée, légèrement trouble, fine mousse blanche","Arômes herbacés, agrumes, litchi, fruits tropicaux, céréales","Saveurs fruitées, houblonnées, de fruits tropicaux, d'agrumes, notes herbacées, finale sèche et amère","""La bière avec laquelle tout a commencé"". Voici la première phrase que l'on peut lire sur le site officiel de Brewdog, et c'est vrai. Il y a une dizaine d'années en Europe et plus particulièrement en France, la bière craft était méconnue. C'est grâce au travail de cette brasserie écossaise et à sa volonté de démocratiser les bières plus artisanales que la Punk IPA est née et que le plaisir du houblon est apparu !
Dévoilant une robe blonde, orangée et légèrement trouble, cette IPA est surmontée d'une fine mousse blanche. Au nez, les arômes d'agrumes et de litchi prennent le dessus. Des notes herbacées, de fruits tropicaux et de céréales sont aussi perceptibles. En bouche, les saveurs sont fruitées et houblonnées. Les fruits tropicaux sont bien présents ainsi que l'agrume. La finale est sèche et amère.
Ami Beer Geek qui a découvert ce monde fantastique de la bière craft avec la Punk IPA, il est temps de laisser la place à ton voisin et de l'accompagner dans cette merveilleuse aventure houblonnée !",https://vandb.fr/punk-ipa.html
VAGABOND,BLONDE,PALE ALE,4.5,BREWDOG,ROYAUME-UNI,4.45,6,2,6,4,2,6,"Robe orangée, trouble, mousse blanche fine","Arômes fruités, houblonnés, d'agrumes, de céréales et de fruits tropicaux","Saveurs houblonnées, d'agrumes, de pamplemousse, notes résineuses, finale sèche et amère","Gagnante en 2014 du challenge ""BrewDog Prototypes Series"", la Vagabond a su se démarquer et montrer au monde entier que bière sans gluten ne rime pas avec mauvais.
Arborant une robe orangée et trouble, cette American Pale Ale offre au nez des arômes houblonnés et fruités (agrumes et fruits tropicaux). En bouche, on retrouve des saveurs de houblons, de pamplemousse accompagnées d'une belle base maltée et de notes résineuses grâce aux houblons Centennial et Amarillo. Sa finale est sèche et amère.
Brassée uniquement avec du malt d'orge et des houblons américains, il ne manque rien à cette American Pale Ale explosive !",https://vandb.fr/vagabond.html
CORSENDONK DUBBEL KRIEK,ROUGE,AROMATISÉE-FRUITÉE,8.5,CORSENDONK,BELGIQUE,2.45,2,4,4,8,8,8,"Robe rouge foncée, reflets bruns, trouble, mousse fine","Note de fruits rouges, sucre, caramel, cerise","Ronde, sucrée, fruits rouges, cerise, caramel","Cette bière a emprunté son nom au prieuré de Corsendonk. Un ancien monastère augustinien qui fut transformé, à la suite de son abandon, en brasserie en 1906. Ce n'est qu'en 1982 que la bière Corsendonk voit le jour. Depuis, la gamme s'est considérablement diversifiée. La brasserie a fait le choix de se distinguer de ses voisins en remplaçant les étiquettes traditionnelles par des inscriptions blanches directement imprimées sur les bouteilles.
La Corsendonk Dubbel Kriek est, comme son nom l'indique, une Kriek Double. Le mot double signifie que la bière est fabriquée avec plus de malt et que, par conséquent, elle est plus alcoolisée que les Kriek originales.
Cette bière dévoile une belle robe rouge foncée aux reflets bruns. Légèrement trouble, elle est surplombée une fine mousse dont s'émanent des arômes de cerise et de sucre, accompagnés de notes de fruits rouges et de caramel. Ronde et sucrée, elle offre des saveurs de fruits rouges, de cerises et de caramel.
Une Double Kriek parfaitement équilibrée qui vous étonnera !",https://vandb.fr/corsendonk-dubbel-kriek.html
CAROLUS AMBRIO,AMBRÉE,STRONG ALE,8.0,HET ANKER,BELGIQUE,2.5,4,2,4,6,6,6,"Robe ambrée, reflets cuivrés, mousse blanche dense","Fruits mûrs, caramel, pain toasté, malt, épice","Fruits mûrs, malt, houblon, caramel, pain toasté, ronde","Les premières traces de la brasserie Het Anker datent du 15ème siècle. A l'époque la bière était produite par une communauté religieuse féminine : les béguines. Après plusieurs siècles d'activité, la brasserie est vendue à la famille Van Breedam qui la modernise tout en conservant le savoir faire des sœurs.
La Carolus Ambrio est brassée selon la recette de la Mechelschen Bruynen datant de 1471. Elle est la première bière à être sortie des cuves. Son nom d'origine fait référence aux habitants de la ville de Malines où elle est produite. Elle était considérée comme la bière de la ville. La version actuelle est plus ronde que la recette de base. Cela est essentiellement dû à un changement du houblon qui lui procure un meilleur équilibre ainsi qu'un caractère plus fort.
Cette bière belge dévoile une belle robe ambrée aux reflets cuivrés, surmontée d'une belle mousse blanche et dense. Au nez, elle dégage des arômes de fruits mûrs, de caramel, de pain toasté et d'épices sur une base maltée. Le nez est une parfaite introduction à la bouche. On y retrouve l'ensemble des saveurs précédemment ressenties auxquelles s'ajoutent des notes houblonnées.
Cette bière ambrée vous procurera un délicieux moment grâce à son caractère très aromatique.",https://vandb.fr/carolus-ambrio.html
KASTEEL CUVÉE DU CHÂTEAU,BRUNE,DARK ALE,11.0,VAN HONSEBROUCK,BELGIQUE,2.9,6,2,4,10,8,4,"Robe brune profonde, reflets roux, trouble, mousse beige crémeuse","Notes de malt torréfié, épices, caramel, fruits confits, porto","Ronde, sucrée, puissante, note de caramel, d'épices, de fruits confits, finale alcooleuse et chaleureuse évoquant le porto, légèrement anisée","Le Château Van Honsebrouck fait partie des brasseries les plus influentes de Belgique. La tradition règne sur Kasteel, puisque pères et fils se succèdent depuis plusieurs générations afin de conserver le savoir-faire de leurs aïeux.
La Kasteel Cuvée du Château est le fleuron de la brasserie. Elle est conçue à partir d'une Kasteel Donker ayant été vieillie en fût de chêne pendant 10 ans dans les caves du château. Ce mûrissement confère à la bière un bouquet aromatique plus intense et moins sucré que la Kasteel Donker originale.
En ce qui concerne la dégustation, la Kasteel Cuvée du Château possède une belle robe brune, aux reflets roux, surmontée d'une tête de mousse généreuse. Cette bière de spécialité dévoile au nez une symphonie aromatique orchestrée par des notes de malts torréfiés, d'épices, de caramel et de fruits confits rappelant les effluves du porto. Ronde et puissante, la bouche est dans la parfaite continuité du nez. Elle révèle un équilibre entre notes alcooleuses et sucre, ce qui la rend particulièrement facile à boire. La finale de cette bière est dotée d'une légère amertume très appréciable.
Cette bière d'exception est un vrai délice pour les sens !",https://vandb.fr/157455/kasteel-cuvee-du-chateau.html
GULDEN DRAAK 9000,AMBRÉE,QUADRUPLE,10.5,VAN STEENBERGE,BELGIQUE,2.65,8,4,4,10,8,2,"Ambrée, mousse caramel","Fruit, malt, caramel, sucre","Caramel, malt, grillé, sucre, fruits","Gulden Draak (dragon d'or) fait référence à la célèbre statue belge qui se situe tout en haut du beffroi de Gand !
Brassée par Van Steenberge, la version noire de la Gulden Draak est produite à partir de trois variétés de malt différentes. Ces dernières sont ajoutées en grande quantité dans le brassin ce qui lui permet d'obtenir la dénomination quadruple. La Gulden Draak 9000 dévoile un riche bouquet aromatique. Sa complexité est telle, que chaque gorgée est indispensable pour identifier l'ensemble des subtilités de cette bière.
Elle présente une couleur dorée et ambrée surmontée d'un beau col de mousse ainsi que des arômes légèrement fruités. C'est une bière de fermentation haute suivie d'une seconde fermentation. Celle-ci étant réalisée à partir d'une levure de vin qui contribue bien sûr à lui donner ce goût si particulier.
Le feu du dragon renfermé à l’intérieur de la bouteille a de quoi vous étonner. N'hésitez plus !",https://vandb.fr/gulden-draak-9000.html
KASTEEL DONKER,BRUNE,DARK ALE,11.0,VAN HONSEBROUCK,BELGIQUE,2.5,6,2,2,10,10,6,"Robe brune profonde, opaque, mousse beige épaisse","Arômes de caramel, de chocolat, café, moka, malt torréfié, prune, fruits secs","Attaque douce, ronde, sucrée, puissante, caramel, malt torréfié, café, chocolat, miel, fruits secs, prune, vineuse, finale longue et chaleureuse, porto, légère amertume","Brassée par la famille Van Honsebrouck, la Kasteel Donker, avec ses 11%, fait partie du cercle fermé des bières fortes brunes. La première de la gamme Kasteel est reconnaissable entre mille avec ses arômes de malt torréfié. Fabriquée dans la pure tradition belge, elle est issue du mélange d'ingrédients de qualité.
La Kasteel Donker dévoile à la dégustation une robe d'un brun profond surmontée d'un épais col de mousse beige. Puissante et chaleureuse, elle révèle à la bouche comme au nez des notes de malt torréfié évoquant le caramel, le chocolat et le café. Elle offre également des notes fruitées de raisin ou de prune et se rapproche subtilement d'un porto. La finale est longue et légèrement amère.
Cette bière de dégustation est un réel délice !",https://vandb.fr/kasteel-donker.html
BRITT ROUSSE,AMBRÉE,AMBER ALE,5.4,BRASSERIE DE BRETAGNE,FRANCE,2.5,4,2,4,6,6,4,"Robe ambrée, trouble, reflets bruns acajous, mousse blanche fine","Notes de caramel, fumée, tourbe, pain grillé","Fumée, notes de whisky tourbée, caramel, pain toasté, torréfiée, généreuse, équilibrée","La Brasserie de Britt est l'une des trois brasseries bretonnes les plus importantes. L'oiseau représenté sur la bouteille est un macareux qui représente la liberté des marins bretons.
La Britt Rousse est une bière de fermentation haute non pasteurisée. Sa qualité et ses arômes singuliers lui ont déjà valu d'être récompensée au célèbre concours des World Beer Awards.
Cette Amber Ale laisse apparaître une belle robe ambrée brumeuse aux reflets bruns acajous. L’utilisation de malt tourbé, généralement utilisé dans la fabrication du whisky, confère à cette bière des notes de caramel, fumée, de tourbe et pain grillé. Généreuse et équilibrée, cette bière dévoile en bouche des saveurs fumées, caramélisées, torréfiées, de pain toasté accompagnées de notes de whisky tourbé.
Une bière originale qui vous fera succomber aux délices de la Bretagne.",https://vandb.fr/britt-rousse.html
TEMPÊTE DU DÉSERT,BLONDE,IPA,5.5,SAINTE CRU,FRANCE,3.55,8,2,4,4,6,6,"Robe blonde aux reflets dorés, trouble, mousse blanche dense","Arômes d'agrumes, d'orange et de pamplemousse, notes houblonnées","Saveurs résineuses, de fruits, d'agrumes, notes de malt et de houblon","La brasserie Sainte Cru située à Colmar a le don pour proposer des bières au tempérament bien marqué ! Préparez-vous ici à découvrir un raz-de-marée houblonné avec la Tempête du Désert ! Reconnaissable par à la croix présente sur son étiquette, cette dernière lui vient du premier lieu ou était située la brasserie : Sainte-Croix-En-Plaine.
Dévoilant une robe blonde aux reflets dorés, cette IPA nous offre des arômes d'agrumes, d'orange et de pamplemousse qui se mêlent à des notes houblonnées. En bouche, les saveurs résineuses, de fruits et d'agrumes qui proviennent de l'utilisation des houblons, dominent. Son amertume se veut modérée.
Tout le monde devrait un jour avoir dans sa vie un petit quelque chose qui vous donne l'impression qu'une vague de plaisir vient de vous traverser. Pour moi, c'était la Tempête du Désert !",https://vandb.fr/tempete-du-desert.html
CAROLUS TRIPEL,BLONDE,TRIPLE,9.0,HET ANKER,BELGIQUE,2.55,4,2,6,8,8,6,"Robe blonde dorée, limpide, mousse blanche dense","Malt, pain grillé, épice, fruitée","Corsée, épicée, maltée, fruitée, légèrement amère","Fondée au 15ème siècle par les béguines (communauté monastique), la brasserie Het Anker appartient depuis 1872 à la famille Van Breedam qui perpétue la tradition.
La Carolus Triple est brassée selon une méthode traditionnelle en utilisant que des ingrédients de qualité. L'une de ses particularités est qu'elle est obtenue uniquement à partir de malt pâle.
Historiquement brassée pour les chevaliers de la Toison d'or, un ordre créé par Philippe le Bon de Bruges, sa consommation s'est ensuite démocratisée. En 2012, elle fût nommée meilleure triple belge du monde au célèbre concours World Beer Awards.
La Carolus Triple dévoile une robe blonde légèrement dorée. Surmontée d'une mousse blanche et crémeuse, elle dégage d'agréables arômes de malt, de pain grillé et de fruits mêlés à des notes épicées. Puissante et intense, la bouche offre des notes épicées, maltées et fruitées. Une légère amertume vient sublimer le tout.
Une valeur sûre qui ne décevra pas !",https://vandb.fr/carolus-tripel.html
LEVRETTE BLANCHE,BLANCHE,WITBIER,5.0,LEVRETTE,BELGIQUE,1.85,2,6,4,4,4,6,"Robe jaune pâle, mousse blanche","Notes de levure, malt, houblon, épices, citron","Fruits, épices, malt, houblon, citron, légèrement acidulée","Le succès de la bière Levrette est tellement international que les ours blancs des pays nordiques ont infiltré la communauté des lapins pour voler leur recette et l’importer chez eux. Ils se déguisent alors en « Lapinours ». Malheureusement, ils ont été démasqués avant d'avoir récolter toutes les informations sur la bière. Ils sont donc retournés sur leur banquise essayant tant bien que mal de reproduire la bière jusqu'au jour où miracle, l'un des mélanges était bon, même très bon. Depuis la recette n'a pas changé et continue d'apporter de la fraîcheur sur la banquise.
Cette Levrette Blanche dévoile une belle robe jaune pâle à la fine mousse blanche. Au nez, on découvre des arômes de levure, de malt, de houblon et d'épices. Côté dégustation, on retrouve des saveurs de fruits, d'épices de malt, de levure et de houblons.
Cette bière vous séduira par sa fraîcheur venue directement de la banquise !",https://vandb.fr/levrette-blanche.html
