Nom,Type de rhum,Type de rhum précision,Degré d'alcool,Brasserie,Pays,Prix,Epicé/Boisé,Tourbé/Fumé,Fruité,Floral/Végétal,Vivacité,Sucrosité,Pâtissier,Visuel,Odeur,Goût,Ancienneté,Description,Url
OPTHIMUS 21 ANS 38%,AMBRÉ,RON - TRADITION ESPAGNOLE,38.0,MULTIPLES,RÉPUBLIQUE DOMINICAINE,81.0,0,0,10,0,0,6,6,Acajou,"Noix de coco, orange, café","Chocolatée, sirupeuse, fruitée",21,"Opthimus nous arrive tout droit de Saint-Domingue en République Dominicaine. 60 ans plus tôt, c'est à Cuba qu'il aurait fallu aller le chercher ! C'est en effet sur l'île aux cigares que ce rhum appartenant à la famille Oliver a prospéré durant des dizaines d'années, à partir de 1870 jusqu'à la Revolución de 1959.
Une vingtaine d'années plus tard, après le départ de la famille vers divers horizons, un des cousins Oliver est retourné au bercail. Il mit la main sur des documents expliquant les secrets de l'élaboration du rhum de famille.
Ni une, ni deux, l'activité rhumière reprit du service dès son retour à Saint Domingue où une bonne partie de la famille Oliver avait désormais élu domicile. Le destin ayant bien fait les choses, la République Dominicaine jouit justement d'un terroir tout à fait semblable à celui de Cuba.
De retour dans les bacs, les rons Opthimus sont élevés selon le principe solera dans des fûts ex-bourbon. Ils sont embouteillés et numérotés à la main à un degré plus doux que leurs homologues ron : 38°
Opthimus 21 est un ron résolument gourmand et complexe, avec une multitude d'arômes fruités et pâtissiers qui vont vous faire passer un pur moment de délectation, du début à la fin.",https://vandb.fr/opthimus-21-ans-38-.html
ZACAPA 23 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,ILG,GUATEMALA,59.9,6,0,10,0,0,4,4,Acajou,"Caramel, épices douces, fruits secs","Miel, fruits secs, caramel",23,"Le saviez-vous ? Zacapa est le nom de la capitale du département éponyme. Eh bien maintenant, vous pouvez briller en société !
Arrêtons la géographie et parlons rhum. Zacapa Solera 23 est rhum guatémaltèque atypique, issu de l'assemblage de rhums de 6 à 23 ans d’âge. Les barriques sont placées à 2 300 mètres d’altitude, au dessus des nuages du Guatemala, pour leur vieillissement.
L’alcool est fondu et une bouche sirupeuse se révèle avec une grande profondeur d’arômes fruités (miel, raisins, abricot sec), boisés et empyreumatiques (chêne, cuir et tabac)
Accessible et facile à boire, ce rhum gourmand s'appréciera en digestif accompagné d’un cigare pour les amateurs.
En parlant cigare, petite astuce : trempez dans votre verre de rhum le bout du cigare pour une dégustation optimale !",https://vandb.fr/zacapa-23-40-.html
TI CED ARRANGÉ LULO LATINO 32%,AMBRÉ,ARRANGÉS,32.0,AUCUNE,FRANCE,34.0,10,0,10,0,8,6,0,"Jaune, jeune or, nuances légèrement brique","Aérien, note d’agrume confit (mandarine), discrète touche de rhubarbe","Attaque nette et puissante, fraîchement acidulée, épices, fruits murs exotiques",0,"Ti Ced nous montre une fois de plus son attrait pour la découverte de nouvelles saveurs à associer avec ses rhums agricoles.
Le Lulo est un fruit jaune originaire d'Amérique centrale. Également appelé la Narangille, il est utilisé dans la fabrication de jus de fruits frais, de gelées, de marmelades ou de sorbets. C'est dans la langue officielle du Pérou, le Quechua, que le Lulo tire son nom. Ce fruit pousse en altitude entre 1200 et 2100 mètres sur des petits arbustes.
Pour mettre en valeur ce fruit exotique, Ti Ced a sélectionné un rhum agricole de Guadeloupe provenant de la plus ancienne distillerie familiale de l'île. Une belle réussite partagée entre notes épicés et arômes de fruits exotiques mûrs.",https://vandb.fr/ti-ced-arrange-lulo-latino-32-.html
TI CED ARRANGÉ BANANE CACAO 32%,AMBRÉ,ARRANGÉS,32.0,AUCUNE,FRANCE,32.0,0,0,10,0,2,6,10,"Acajou, brique, reflets cuivrés","Fève de cacao, banane caramélisée, chocolat noir","Élégante, chocolatée, fruitée",0,"En 2011, Cédric Brément créé la marque Ti Rhum de Ced avec la ferme intention de redorer le blason des rhums arrangés dans le monde des spiritueux. En s'appuyant sur des convictions telles que l'utilisation de fruits frais, de produits 100% naturels, une gamme complète de Ti Arrangés de Ced a vu le jour !
Dans cette version Banane Cacao gourmande et pâtissière, Ti Ced fait appel au savoir-faire français en matière de chocolat. Les fèves de cacao sont importées directement du Mexique et torréfiées à Nantes par un artisan chocolatier local. Une association idéale avec la banane, cultivée et récoltée dans les règles de l'art bien-sûr !",https://vandb.fr/158007/ti-ced-arrange-banane-cacao-32-.html
BUMBU XO 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,PANAMA,PANAMA,49.9,8,0,6,2,0,6,10,Ambré,"Boisé, caramélisé","Zeste d'orange, épices, café",18,"Bumbu XO est un blend de différentes maturations pouvant atteindre 18 ans. Il est vieilli en fûts de bourbon américain. Un finish en fûts de xérès espagnols apporte du caractère et de la complexité à ce rhum. Distillé et vieilli au Panama dans une distillerie ancestrale de 1890, l’alambic utilisé date de 1912. La canne à sucre est produite localement et soigneusement sélectionnée par le maître distillateur.
Bumbu XO doit son nom à un rhum vieux de 400 ans « Bumbu » fabriqué par des marins et des marchands des Antilles durant le XVIe et le XVIIe siècle. La marque reprend à travers ses rhums cette légende authentique des Caraïbes. Le flacon en verre noir mat ultra-épais orné d’un X en métal et d’une carte des Caraïbes en argent au dos, consolide l'image de ce rhum. La bouteille est couronnée d'un bouchon de liège Bumbu rustique et surdimensionné, s’ouvrant au son d’un « pop » comme aux grandes heures de la piraterie.",https://vandb.fr/bumbu-xo-40-.html
"NEISSON 52,5%",BLANC,RHUM - TRADITION FRANÇAISE,52.5,NEISSON,FRANCE,30.9,6,0,10,8,10,0,0,Cristallin,"Complexe, canne à sucre, fruits, terreux, agrumes, poivre","Fraîche, poivrée, végétale, agrumes",0,"Le Rhum par Neisson va vous réconcilier avec les rhums blancs, car oui un bon rhum blanc peut s'apprécier, même pur.
Celui-ci est fabriqué à partir de cannes à sucre issue du domaine où vents marins les font vaciller et soleil de plomb les font se gorger de sucre. Réalisé sans brûlis et au vert, la coupe permet de révéler toute la richesse de l'environnement sur lequel pousse la canne.
Son autre secret, qui n'en est pas un, c'est la période de maturation durant laquelle le rhum est brassé, aérée, jour après jour, lui conférant petit à petit plus d'équilibre et de fondu. La réduction est également effectuée lentement afin de ne perdre aucun arôme.
Au nez comme en bouche, c'est une explosion fraîche, végétale et fruitée, où la canne prend le temps de s'exprimer. Les notes iodées et épicées du terroir donnent au Rhum par Neisson beaucoup de caractère.
A déguster pur ou en ti'punch ou en planteur.",https://vandb.fr/neisson-52-5-.html
TI CED ARRANGÉ VANILLE MACADAMIA 32%,AMBRÉ,ARRANGÉS,32.0,AUCUNE,FRANCE,38.0,4,0,0,0,0,6,10,"Beige clair, reflet blanc ivoire","Fruits à coques (noix fraîche, noisette), légèrement boisé, vanille","Ample, charpentée. boisée, vanillée, lactée",0,"Toujours en perpétuelle recherche d'innovation pour ses Ti Arrangés, Ced n'a pas peur de se tourner vers d'autres milieux tels que la gastronomie afin trouver de l'inspiration.
Pour revisiter la classique crème glacée Vanille Macadamia en rhum arrangé, Ti Ced s'est appuyé comme à son habitude sur une sélection de produits de qualité. Des gousses de vanille Bourbon de Madagascar, de la noix de Macadamia et du rhum agricole AOC de Martinique macèrent pendant 6 mois dans un fût de Cognac avant d'être embouteillés.
Le résultat est digne des plus belles surprises gastronomiques !",https://vandb.fr/ti-ced-arrange-vanille-macadamia-32-.html
TI CED ARRANGÉ ORANGE CITRON BIO 21%,PAILLE,ARRANGÉS,21.0,AUCUNE,FRANCE,37.0,0,0,10,2,2,6,0,"Jaune orangé, clair, brillant","Frais, fleur d’oranger, zeste de citron","Dense, charnue, agrumes, finale fraîche",0,"Ti Ced étoffe sa gamme en proposant un rhum arrangé 100% BIO. Les oranges et citrons utilisés sont récoltés à la main, au cœur d'une réserve naturelle de la Biosphère (Label UNESCO). Ces endroits sauvages sont idéals pour la culture des agrumes, ils y bénéficient d'un ensoleillement optimal entre mer et montagne ce qui leur confère une saveur unique.
Pour cette version, ce n'est pas le rhum agricole qui a été choisi pour sublimer les agrumes mais un rhum de mélasse 100% biologique. Une alliance réussie pleine de fraîcheur et de parfums.
Un spiritueux français rafraichissant !",https://vandb.fr/ti-ced-arrange-orange-citron-bio-21-.html
DICTADOR 12 ANS 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,DESTELERIA COLOMBIANA,COLOMBIE,51.0,2,0,0,0,0,10,10,Ambré,"Caramel mou, miel, graines séchées, café","Caramel, cacao, café, notes de chêne",12,"Originaire de Colombie, Dictador est issu d'une solera réalisée par un maître assembleur cubain !
Ce rhum a notamment fait sa réputation en France grâce à son image et ses dictadorettes, mais pas que !
A la dégustation, vous trouverez un rhum de 12 ans d'âge (maximum, si l'on rappelle les procédés de la solera) à la couleur ambrée profonde et aux saveurs gourmandes du nez à la bouche ! Un rhum dans lequel s'exprime un cocktail de fruits exotiques tel que l'ananas, la mangue et des notes pâtissières de cacao, de caramel et de vanille.
Les novices dans l'univers du rhum seront sans conteste séduits, aussi bien par son packaging que par ses saveurs !",https://vandb.fr/dictador-12-ans-40-.html
ARCANE EXTRAROMA 40%,AMBRÉ,RUM - TRADITION ANGLAISE,40.0,ARCANE,MAURICE,42.0,4,0,10,0,0,8,10,Ambré,"Gourmand, vanille, toffee, banane","Pâtissier, chocolat, banane, vanille",12,"Arcane est un petit nouveau dans le paysage des rhums.
Créée en 2010 par quatre hommes issus du monde des spiritueux, la marque Arcane s'appuie sur le terroir mauricien pour développer une gamme de rhums pur jus de cannes frais et ""au goût du jour"" !
Cette édition Extraroma 12 ans est élaborée à partir de rhums jeunes et de différents rhums vieux vieillis en fûts de chêne américain selon la méthode Solera.
Les marqueurs de la canne fraîche sont bien présents dans cette version d'Arcane fruitée et gourmande, avec des notes de bananes, de chocolat, de vanille.",https://vandb.fr/arcane-extraroma-40-.html
RHUM NATION PERUANO 8 ANS 42%,AMBRÉ,RON - TRADITION ESPAGNOLE,42.0,MILLONARIO,PÉROU,49.0,4,0,8,0,0,6,8,Cuivre profond,"Beurré, riche, mélasse, toffee, chocolat au lait","Raisins, figues, dattes, cannelle, poivre, cola, thé noir",8,"Rum Nation est la marque d'embouteilleurs des négociants italiens Wilson & Morgan. Créée en 1999, elle s'est fixée pour objectif de valoriser les rhums des Caraïbes et d'Amérique Latine avec, dans un premier temps, les rhums de style espagnol (ron). Chacune des cuvées est mis en bouteille entre 40 et 45°, en fonction des caractéristiques de chaque rhum, afin de faire ressortir le meilleur équilibre possible et révéler un maximum de saveurs.
Ce Rhum Nation Peruano provient de la région de Lambayeque au nord du Pérou. La mélasse cultivée pour son élaboration provient des plants de canne à sucre de la région, et l'alambic utilisé pour sa distillation est une ancienne colonne écossaise. Son vieillissement de 8 ans s'est effectué selon le principe solera.
Le nez s'ouvre sur les épices, puis de doux arômes de mélasse viennent introduire des notes de fruits exotiques et de réglisse.
La bouche est plutôt fraîche, avec des épices douces marquées. Elle évolue dans une douceur fruitée auxquelles se mêlent des notes de cola et de thé noir.
La finale est riche avec des notes réglisses, épicées et torréfiées.",https://vandb.fr/rhum-nation-peruano-8-ans-42-.html
SANTA TERESA 1796 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,HACIENDA SANTA THERESA,VENEZUELA,64.9,8,4,8,0,2,4,6,Vieil or,"Poire, banane, toffee","Douce, riche, extrêmement complexe, coco, miel, tabac, boisé, fumé, fruit exotique",35,"Deux cents ans après le début de l'aventure, Hacienda Santa Teresa se devait de marquer le coup ! Ce Ron a vu le jour à l'initiative d'un membre de la famille Herrera, 4ème génération œuvrant encore à l'hacienda située au coeur d'une vallée de l'arrière pays vénézuélien. Cette hacienda est d'ailleurs la plus vieille du pays ! L'idée est simple : créer un Ron en commémoration de cette date symbolique (1796) étant le reflet du savoir-faire développé durant deux siècles.
Issu à la fois de mélasse distillée en colonne et en pot still, ce Ron a vieilli ensuite selon le principe de la solera et on y retrouve des Rons allant jusqu'à 35 ans d'âge dans des ex-fûts de bourbon. À l'arrivée : un Ron riche et gourmand qui s'est distingué à plusieurs reprises lors de concours internationaux, d'où la réputation de meilleur Ron du monde que certains lui prête !
Le nez bien fruité s'ouvre sur des saveurs de fruits du verger, de fruits tropicaux et de toffee.
La bouche crémeuse, complexe, avec à nouveaux beaucoup de fruits, du miel, des notes boisées, fumées et une pointe de tabac.
La finale est douce et suave.",https://vandb.fr/santa-teresa-1796-40-.html
PLANTATION GRAN ANEJO 42%,AMBRÉ,RON - TRADITION ESPAGNOLE,42.0,MULTIPLES,GUATEMALA,35.9,10,0,0,4,6,0,0,Cuivre profond,"Riche, Sherry, épices rôties","Tabac, réglisse, boisée",4,"Plantation Gran Anejo est le fruit d'une heureuse rencontre entre des rhums de Guatemala et du Belize. Ces deux pays d'Amérique Centrale sont de grands producteurs de cannes à sucre et de rhums aux styles cousins . Pourquoi ? Simplement parce qu'ils élaborés à base de mélasse, avec d'un côté le rum de style anglais à Bélize, et de l'autre le ron de style hispanique au Guatemala.
Point de convergence supplémentaire : ces deux rhums ont été distillé en alambic à colonne et vieillis en fûts ex-Bourbon sous un climat tropical. Une fois assemblés, ils termineront leur affinage en fût ex-cognac sous le climat français bien tempéré.
Le nez est généreux avec des saveurs d'épices grillées, mais aussi d'étonnantes notes de fruits secs, de sherry.
La bouche est ronde et suave avec un bel équilibre entre des notes fruitées et boisées qui laissent place progressivement à des saveurs de tabac et de réglisse qui prennent beaucoup d'ampleur.
La finale est harmonieuse !",https://vandb.fr/plantation-gran-anejo-42-.html
BOTRAN RESERVA 15 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,BOTRAN,GUATEMALA,39.0,6,0,4,4,0,4,8,Ambré,"Sec, banane, fruits secs, léger boisé","Douce, tabac, notes café, tannique",15,"Le Guatemala est réputé pour ses cultures de cannes à sucre depuis de longues années. La famille Botran s'est fait connaitre à travers le pays grâce à la production de cette matière première. C'est seulement en 1939, que les cinq frères de la famille se sont lancés dans la construction d'une distillerie de rhum. Ils mettent à profits les hauteurs du pays pour vieillir leurs rhums dans leur chais à 2400 m d'altitude, ce qui a pour effet de diminuer la part des anges.
Botran Reserva 15 est un assemblage issu des meilleurs rhums vieillis lentement selon la méthode Solera qui permet aux rhums jeunes de côtoyer les rhums vieux et ce, à travers divers fûts de bourbon, sherry ou porto.
Le résultat est un rhum épicé et fruité sur des notes de fruits secs, de tabac, et de café.",https://vandb.fr/botran-reserva-15-40-.html
GWAÏ COCO 32%,BLANC,ARRANGÉS,32.0,AUCUNE,FRANCE,31.0,4,0,10,6,0,4,0,"Blanc, trouble",Fruité et floral,"Équilibrée, douce, suave.",0,"La famille Gwaï continue de s'agrandir et compte désormais un nouveau membre au nom évocateur d'exotisme : le Gwaï Coco !
Ce rhum arrangé est une invitation à la douceur et à la plénitude. Une recette gourmande qui exalte toutes les saveurs que l’on attend de la coco.
Avant même d'y avoir trempé les lèvres, la robe légèrement trouble de ce nectar laisse apparaître de beaux morceaux de noix de coco qui font d'emblée penser à de belles plages de sable fin et d'eau turquoise... Au nez, des notes intenses de coco se font sentir, accompagnées par de fines notes épicées. La bouche est gourmande tout en gardant une belle fraîcheur. La finale est douce et suave.
Avis aux amateurs de ce fruit à coque exotique : Vous y viendrez et y reviendrez sans vous faire prier !",https://vandb.fr/gwai-coco-32-.html
TI CED ARRANGÉ POMME POIRE BIO 21%,PAILLE,ARRANGÉS,21.0,AUCUNE,FRANCE,37.0,0,0,10,0,2,6,6,"Jaune pâle, reflets dorés","Pomme « façon tatin », clafoutis poire","Moelleuse, sucrée, eaux de vie poire, Calvados",0,"V and B est partenaire de Cédric Brément, le fondateur de Ti Ced, depuis ses débuts. Lorsqu'il entreprit de lancer une gamme de rhums arrangés bio, nous ne pouvions qu'adhérer. La gamme de rhums arrangés Ti Ced BIO continue de s'élargir avec chaque année de nouvelles recettes qui voient le jour, pour votre plus grand plaisir !
Ici avec cette combinaison Pomme Poire, toutes les matières premières utilisées, aussi bien les fruits que le rhum, sont certifiés agriculture biologique. Cette macération est surement une des plus gourmandes de la gamme des Ti arrangés de Ced. Des notes pâtissières caramélisées et vanillées accompagnent les fruits doux et sucrés. L'équilibre fruit-alcool est bien respecté.",https://vandb.fr/ti-ced-arrange-pomme-poire-bio-21-.html
MILLONARIO 15 ANS 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,MILLONARIO,PÉROU,49.9,4,0,6,0,0,10,10,Cuivre profond,"Fruits confits, cacao, noix de coco, prunes","Clous de girofles, raisins secs, toffee, mélasse, sucre raffiné",15,"Cette bouteille de Millonario ne manque pas d'originalité !
Il faut dire qu'elle est intégralement ornée de paille tressée manuellement, la même que celle utilisée pour fabriquer les fameux chapeaux panaméens. Les rhums Millonario doivent une partie de leur succès à des alambics à colonne importés d'Écosse qui font toute la singularité de cette distillerie péruvienne.
Le Ron a quant à lui vieilli selon la méthode solera sur quatre niveaux, un process qui permet aux rhums issus de différents vieillissements de s'harmoniser avec délicatesse. Ce Millonario 15 ans est d'ailleurs étrangement et particulierement accessible au palais. Le nez évoque les fruits confits et les épices douces.
La bouche est gourmande, pâtissière, sur les raisins secs, la mélasse et des notes de toffee.
La finale est suave avec de fines épices.",https://vandb.fr/millonario-15-ans-40-.html
HSE XO 43%,AMBRÉ,RHUM - TRADITION FRANÇAISE,43.0,LE SIMON,FRANCE,69.0,8,4,0,0,6,0,0,Roux,"Épices, cacao, moka","Chocolat noir, tabac blond, poivre, muscade",6,"Voici sans aucun doute le plus abouti des vieux rhums agricoles HSE dans sa gamme permanente. Il est issu d'une sélection des plus vieux millésimes de l'habitation Saint Etienne depuis 1960.
Cette distillerie traditionnelle de la Martinique manie l'art de la transformation de la canne à sucre en liquide précieux depuis plus d'un siècle ! Tout ce savoir-faire est retranscris à travers ce HSE XO, qui gagne en maturité et en complexité par rapport à ses petits frères VO et VSOP.
Le travail du bois est beaucoup plus marqué, des arômes nobles de chocolat, de tabac blond ou encore de muscade se sont développés au fil du temps.
Plusieurs fois médaillé d'or au concours général agricole de Paris, HSE XO est un ambassadeur reconnu des rhums martiniquais.",https://vandb.fr/hse-xo-43-.html
COMPAGNIE DES INDES CARAIBES 40%,AMBRÉ,RUM - TRADITION ANGLAISE,40.0,MULTIPLES,GUYANA,39.0,6,0,8,6,4,6,2,Jaune pâle,"Très végétal, fruité, épicé","Douce, légèrement épicé, canne à sucre, fruits tropicaux",5,"Compagnie des Indes vous propose une merveilleuse passerelle entre le ron espagnol et le rum anglais.
Mais au fait ! Ron, rum et rhum? Quelle est la différence ? Le ron représente le style hispanique : du soleil, du sucre et de la rondeur, le rum est fervant deffenceur du style anglais : un côté herbacé et le rhum est français et donc agricole, plutôt sec et jus de cannes.
Compagnie des Indes est un négociant talentueux. Il vous présente ici, un assemblage de rum des îles de Guyane britannique, de Trinidad et Tobago et des Barbades. Le caractère plus brut et végétal que l'on retrouve au nez, laisse place à la gourmandise de la mélasse. Le vieillissement en fûts de bourdon amène de la rondeur à ce rum. Petite particularité: l'assemblage est réalisé en France.
Les experts du rhum idolâtrent cette marque. Vous vous laissez tenter?",https://vandb.fr/compagnie-des-indes-caraibes-40-.html
TI CED ARRANGÉ MANGUE PASSION 32%,AMBRÉ,ARRANGÉS,32.0,AUCUNE,FRANCE,32.0,0,0,10,4,6,6,0,Teinte jaune clair ou sur des variantes de rose,"Mangue fraîche juteuse, fruit de la passion, vanille","Mangue confiturée, fruit de la passion frais, finale fleurs séchées (rose)",0,"Spécialisé dans l'élaboration de rhums arrangés depuis 2011, Ti Ced a su construire sa réputation sur des associations de fruits ""classiques"" mais qui fonctionnent toujours aussi bien et dont on ne se lasse pas. Dans l'univers des rhums arrangés, les innovations sont légions. Mais il est aussi parfois bon de revenir aux fondamentaux !
Ti Arrangé Mangue Passion en est un bel exemple, purement exotique. Réunir ces deux fruits gorgés de soleil était inévitable, la mangue apporte un côté sucré et savoureux, tandis que le fruit de la passion confère des notes acidulées.
Un régal pour les amateurs de fruits exotiques.",https://vandb.fr/ti-ced-arrange-mangue-passion-32-.html
BOTRAN COBRE 45%,AMBRÉ,SPICED,45.0,BOTRAN,GUATEMALA,54.9,10,0,6,2,2,8,8,"Brun, reflets sherry","Frais, cardamone, gingembre, cannelle","Ample, végétale (cardamome), chaude (gingembre), clou de girofle",0,"La famille Botran est à l'origine de la première distillerie de rhum au Guatemala. Déjà connus en tant que producteur de cannes à sucre, les Botran fondent la distillerie en 1939 lorsque les cinq frères réalisent que la haute altitude du centre du pays réunit des conditions idéales de vieillissement ! La maison a adopté le système de vieillissement Solera, mais elle stocke également des fûts à 2400 m d'altitude ce qui a pour effet de diminuer la part des anges... Ce vieillissement lent, ainsi que l'utilisation de divers fûts de bourbon, sherry ou porto, offrent des rhums particulièrement expressifs et complexes.
Le Botran Cobre tire son nom de la traduction espagnole du mot ""cuivre"", matériaux de l'alambic utilisé pour sa fabrication. Il est issu d'un assemblage de rhums jeunes qui apportent naturellement le côté épicé, et de rhums vieux, dont certains, finis en fûts de porto, ont plus de 20 ans ! La distillation est effectuée en présence de 4 épices : la cardamone, la cannelle, le gingembre et le clou de girofle. Un mariage atypique qui procure à ce spiced rum de la fraîcheur et une belle profondeur !",https://vandb.fr/botran-cobre-45-.html
CLÉMENT SELECT BARREL 40%,AMBRÉ,RHUM - TRADITION FRANÇAISE,40.0,DISTILLERIE DU SIMON,FRANCE,32.0,8,0,6,0,4,4,6,Ambré,"Fruits exotiques mûrs, vanille, boisé","Boisé, poivre, réglisse",0,"Si vous vous rendez en Martinique, n'hésitez pas à faire un tour à la distillerie Clément. Bien qu'elle ne distille plus ses propres rhums, la colonne ayant été transférée au Simon, la Habitation regorge de surprises.
Vous en apprendrez autant sur l'histoire de la Martinique, sur la faune et la flore, que sur le rhum. Un réel puits de connaissances.
Clément Select Barrel est issu de l'assemblage des meilleurs fûts de la distillerie. Au nez, vous découvrirez ses notes de bourbon, vanille, bois, caramel. La bouche révèle des notes de canne à sucre, d'épices et de fraîcheur. Sur la finale, les arômes boisés et épicés tiennent le jus.",https://vandb.fr/clement-select-barrel-40-.html
TI CED ARRANGÉ CARAMBOLE PASSION 32%,AMBRÉ,ARRANGÉS,32.0,AUCUNE,FRANCE,32.0,0,0,10,0,8,6,0,"Jaune orangé, reflets or","Net, effluves de rhum agricole, touche de fruits de la passion","Puissante, touche sucrée exotique, finale acidulée et fraîche",0,"Partenaire historique de V and B depuis ses débuts, Cédric Brément continue de nous surprendre avec ses nouvelles recettes. Toujours plein d'idées, le fondateur des rhums arrangés Ti Ced, est un insaisissable de la création. Cette fois, Ti Ced innove encore en allant chercher des fruits peu connus du grand public comme la carambole.
L'alliance avec le fruit de la passion offre un mélange détonnant. La passion apporte une touche sucrée des plus exotiques suivie par des notes fraîches et acidulées de la carambole.
Ce fruit souvent utilisé en décoration pour sa forme étoilée est également riche en vitamines. Un concentré d'énergie qui laissera une finale longue et plaisante.",https://vandb.fr/ti-ced-arrange-carambole-passion-32-.html
TI CED ARRANGÉ BANANE CACAO 32%,AMBRÉ,ARRANGÉS,32.0,AUCUNE,FRANCE,18.9,0,0,10,0,4,6,10,"Acajou, brique, reflets cuivrés","Fève de cacao, banane caramélisée, chocolat noir","Élégante, chocolatée, fruitée",0,"Ti Ced s'appuie sur seulement quatre éléments pour élaborer ses rhums arrangés. Un rhum agricole AOC de Martinique ou de Guadeloupe, des fruits ou ingrédients 100% naturels, un sirop de sucre de canne spécialement produit pour la marque, et de la vanille Bourbon de Madagascar. La formule fait mouche avec une gamme diversifiée qui ne cesse de grandir.
Gourmand et pâtissier sont les maitres-mots de cet arrangé Banane Cacao. Le savoir-faire français en matière de chocolat est une fois de plus à l'honneur. C'est un artisan chocolatier local de Nantes qui torréfie les fèves de cacao importées directement du Mexique.
L'association est impeccable avec la banane, cultivée et récoltée dans les règles de l'art bien-sûr !",https://vandb.fr/ti-ced-arrange-banane-cacao-32-.html
TI CED ARRANGÉ POMME GINGEMBRE 32%,PAILLE,ARRANGÉS,32.0,AUCUNE,FRANCE,18.9,10,0,10,0,4,6,6,"Jaune, or, brillant","Gingembre frais, une touche d'agrume, mentholé, pomme discrète mais gourmande","Épicée, vanillée, pomme",0,"A travers cet assemblage osé de la pomme et du gingembre, Ti Ced démontre tout son savoir-faire en termes de macération.
Faire travailler des producteurs locaux est une évidence pour Ced qui se fournit en pommes dans un verger nantais situé à 10km de son atelier. De variété Jonagored, elles sont cueillies, à pleine maturité, pour en extraire un maximum de jus. Gingembre frais et vanille Bourbon de Madagascar viennent minutieusement équilibrer la douceur de la pomme en amenant des notes épicées et pâtissières.
Le rhum agricole AOC Martinique fait le lien entre cet assemblage pour un résultat exceptionnel.",https://vandb.fr/158199/ti-ced-arrange-pomme-gingembre-32-.html
TI CED ARRANGÉ CARAMBOLE PASSION 32%,AMBRÉ,ARRANGÉS,32.0,AUCUNE,FRANCE,18.9,0,0,10,0,8,6,0,"Jaune orangé, reflets or","Net, effluves de rhum agricole, touche de fruits de la passion","Puissante, touche sucrée exotique, finale acidulée et fraîche",0,"Petit format mais toujours la même qualité ! Le mariage du fruit de la passion et de la carambole offre un mélange des plus surprenants.
La passion vous transporte tout droit vers des destinations exotiques tandis que la carambole joue le rôle d'exhausteur de goût, en amenant des notes acidulées pleines de pep's. Plus communément utilisée à titre décoratif de par sa forme étoilée, elle est également gorgée de vitamines. Une source d'énergie qui vous laissera une sensation très agréable en bouche.
Idéal en apéritif ou encore simplement en digestif !",https://vandb.fr/158025/ti-ced-arrange-carambole-passion-32-.html
TI CED ARRANGÉ POMME GINGEMBRE 32%,PAILLE,ARRANGÉS,32.0,AUCUNE,FRANCE,32.0,10,0,10,0,4,6,6,"Jaune, or, brillant","Gingembre frais, une touche d'agrume, mentholé, pomme discrète mais gourmande","Épicée, vanillée, pomme",0,"Ti Ced nous montre toute son expertise en matière d'assemblage en alliant la pomme et le gingembre dans une macération harmonieuse.
Les pommes de variété Jonagored sont récoltées bien juteuses dans un verger nantais situé à 10km de l'atelier Ti Ced. L'utilisation du gingembre frais et de la vanille Bourbon de Madagascar rehausse la douceur de la pomme en lui apportant un côté épicé et légèrement pâtissier.
Le tout parfaitement intégré au rhum agricole AOC de Martinique qui apporte une puissance maîtrisée à ce rhum arrangé.
Un spiritueux français à déguster en fin de repas !",https://vandb.fr/ti-ced-arrange-pomme-gingembre-32-.html
HSE VO 42%,AMBRÉ,RHUM - TRADITION FRANÇAISE,42.0,LE SIMON,FRANCE,37.0,8,4,4,0,4,0,2,Cuivre profond,"Poivre, fumé","Vanille, cerise",3,"Les rhums HSE proviennent de l'île de la Martinique. Ils sont élaborés à l'Habitation Saint-Etienne, un bâtiment chargé d'histoire érigé au début du 19ème siècle sur une ancienne sucrerie de plus de 400 Ha, ""La Maugée"". C'est un ensemble architectural typique du système martiniquais avec une maison de maître et d'anciennes cases de travailleurs.
C'est en 1882, lors de son rachat par Amédée Aubéry, que la sucrerie devient réellement une distillerie de rhum. Depuis, la maison n'a cessé de produire du rhum agricole, fierté de l'île.
Ce HSE VO est un rhum agricole, donc élaboré à partir de pur jus de canne à sucre, comme le veut l'appellation AOC Martinique, garante de la qualité des rhums de l'île et de tout un patrimoine.
HSE VO a vieilli pendant plus de 3 ans en fûts de chêne, ce qui lui vaut ces jolies notes d'épices et son caractère unique. Il vous invite à découvrir et apprécier le savoir-faire unique de la Martinique.",https://vandb.fr/hse-vo-42-.html
